pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
pub_frede_2011_free_will__pub_merker_2013_frede_review,publication,pub_frede_2011_free_will,Frede 2011 — A Free Will: Origins of the Notion in Ancient Thought,pub_merker_2013_frede_review,"Michael Frede, A Free Will. Origin of the Notion in Ancient Thought",0.3,0.27,0.3-0.7,pub_frede_2011_free_will,description_token_overlap;label_token_overlap,"A Free Will: Origins of the Notion in Ancient Thought (Sather Classical Lectures 68; University of California Press, 2011). Edited by A. A. Long from lectures delivered by Frede before his death in 20",Michael Frede’s death in 2007 left unpublished six lectures he delivered at the University of California as 84th Sather Professor of Classical Literature (1997-1998). The publication of a definitive v
argument_bonazzi_2014_middle_platonist_hypothetical_fate_partial_solution__scholarly_argument_eliasson_middle_platonist_notions_of_4,argument,argument_bonazzi_2014_middle_platonist_hypothetical_fate_partial_solution,Bonazzi 2014 — Middle Platonist hypothetical fate as partial Platonic solution to Stoic determinism,scholarly_argument_eliasson_middle_platonist_notions_of_4,Eliasson: Middle Platonists developed a standard notion of ἐφ' ἡμῖν that drew on Platonic ,0.3,0.22,0.3-0.7,scholarly_argument_eliasson_middle_platonist_notions_of_4,description_token_overlap;label_token_overlap,"Bonazzi’s scholarly argument (Destrée 2014 ch. 18): the Middle Platonist doctrine of *hypothetical fate* (heimarmenê ex hypotheseôs), attested in Alcinous (Didask. 26), ps.-Plutarch (De Fato), Apuleiu","Eliasson discerns a standard Middle-Platonist notion of eph' hemin, found in Alcinous, Ps.-Plutarch, Nemesius, Calcidius, Apuleius (with reservations) and Maximus of Tyre: all things are included in f"
scholarly_argument_linjamaa_cosmos_as_school_and_community_4__scholarly_argument_linjamaa_social_and_political_involveme_5,argument,scholarly_argument_linjamaa_cosmos_as_school_and_community_4,Linjamaa: The Tripartite Tractate presents the cosmos as a 'school' (scholē) that imperfec,scholarly_argument_linjamaa_social_and_political_involveme_5,Linjamaa: The Tripartite Tractate reflects an attitude toward social and political involve,0.3,0.13,0.3-0.7,scholarly_argument_linjamaa_cosmos_as_school_and_community_4,description_token_overlap;label_token_overlap,Linjamaa: the Aeons' 'school of conduct' in the Pleroma and the cosmos as a place of learning show that both heavenly and earthly life follow a pedagogical structure. The social context reflected in T,"Linjamaa (ch. 6): TriTrac's cosmogony reads as political commentary—material powers, 'love of glory' and 'lust for command' evoke third-century instability—but the oikonomia is not evil: the Logos' sy"
synthesis_dihle1982_lec1_cosmology_second_century__synthesis_dihle1982_lec2_greek_intellectualism_action,synthesis,synthesis_dihle1982_lec1_cosmology_second_century,Dihle 1982 Lect. I — Cosmologies du IIe siecle : volonte divine vs ordre rationnel,synthesis_dihle1982_lec2_greek_intellectualism_action,Dihle 1982 Lect. II — Vue grecque de l'action humaine (intellectualisme socratico-platonicien),0.3,0.37,0.3-0.7,synthesis_dihle1982_lec2_greek_intellectualism_action,description_token_overlap;label_token_overlap,"Synthesis of the first Sather lecture (Dihle 1982 p. 1-19 / md ll. ~139-2789). Dihle contrasts two cosmological models in the second century CE: (1) the Greek philosophical model (Stoics, Platonists, ","Synthesis of the second lecture (Dihle 1982 p. 20-47 / md ll. ~3050-7079). Dihle begins with the central formulation: 'the Greeks, in their attempts to analyze and to evaluate human action, never deve"
scholarly_argument_eliasson_self_directedness_unprecedented__scholarly_argument_eliasson_vi8_knowledge_conditions,argument,scholarly_argument_eliasson_self_directedness_unprecedented,Eliasson: Plotinus's self-directedness condition has no precedent in the eph' hemin tradition,scholarly_argument_eliasson_vi8_knowledge_conditions,Eliasson: in Ennead VI.8 Plotinus makes eph' hemin conditional on normative knowledge,0.3,0.23,0.3-0.7,scholarly_argument_eliasson_vi8_knowledge_conditions,description_token_overlap;label_token_overlap,Eliasson argues that the most significant new trait of Ennead VI.8 is the condition that what is eph' hemin must come about through entirely self-directed virtuous activity: the soul must be entirely ,"On Eliasson's reconstruction of Ennead VI.8's account at the level of individual souls, Plotinus criticises an unsatisfactory common attribution of to eph' hemin to wish (boulesis) and introduces succ"
scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy__scholarly_argument_gibbons_pauline_anthropology_preserves_conflicting_motivations,argument,scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy,Gibbons: assent and character ground Origenian autonomy without alternative possibilities,scholarly_argument_gibbons_pauline_anthropology_preserves_conflicting_motivations,Gibbons: Pauline anthropology preserves conflicting motivations without making choice indeterminate,0.3,0.1,0.3-0.7,scholarly_argument_gibbons_assent_and_character_ground_embodied_autonomy,description_token_overlap;label_token_overlap,Gibbons argues that Origen's account of embodied autonomy is substantially Stoic: rational beings are authors of their actions because proairesis can assent or dissent to the propositional content of ,"Gibbons argues that Origen's Pauline anthropology supplies the motivational architecture for universal revisability. The soul stands between spirit and flesh, so better spiritual desires and worse bod"
scholarly_argument_klawans_2012_josephus_own_compatibilism_providence_always_fate_at_times__scholarly_argument_klawans_2012_two_types_pharisaic_compatibilism,argument,scholarly_argument_klawans_2012_josephus_own_compatibilism_providence_always_fate_at_times,"Josephus's own view: 'Providence always, fate at times' (Klawans 2012)",scholarly_argument_klawans_2012_two_types_pharisaic_compatibilism,Two distinct Pharisaic compatibilisms: fusion (Type 1) vs partial determinism (Type 2) (Klawans 2012),0.3,0.18,0.3-0.7,scholarly_argument_klawans_2012_two_types_pharisaic_compatibilism,description_token_overlap;label_token_overlap,"Klawans reconstructs Josephus's personal position (consistent with his Life-claim to follow the Pharisees) as a partial determinism summed up by the catchphrase 'Providence always, fate at times'. Evi",Klawans' signature contribution: Josephus attributes to the Pharisees not one but TWO distinct compromises between fate and free will. Type 1 (Fusion): War 2.163 / Ant. 18.13 — everything (πάντα) is d
work_4_maccabees__work_josephus_bellum_jud,work,work_4_maccabees,4 Maccabées (4 Makkabees),work_josephus_bellum_jud,"Josephus, Bellum Judaicum",0.3,0.07,0.3-0.7,work_4_maccabees,description_token_overlap;label_token_overlap,"*4 Maccabees* (4 Makkabees), a Jewish-Greek philosophical-rhetorical treatise in 18 chapters, probably composed in the first century CE (between 18 and 70 CE), falsely attributed to Flavius Josephus b","Flavius Josephus, Bellum Judaicum (The Jewish War). Book II (BJ 2.119-166) contains the account of the three Jewish sects — Pharisees, Sadducees, and Essenes — on fate and free will. (The parallel sec"
scholarly_argument_eliasson_roman_stoa_eudaimonist_shift__scholarly_argument_eliasson_self_directedness_unprecedented,argument,scholarly_argument_eliasson_roman_stoa_eudaimonist_shift,Eliasson: in the Roman Stoa eph' hemin shifts from responsibility to well-being,scholarly_argument_eliasson_self_directedness_unprecedented,Eliasson: Plotinus's self-directedness condition has no precedent in the eph' hemin tradition,0.3,0.17,0.3-0.7,scholarly_argument_eliasson_self_directedness_unprecedented,description_token_overlap;label_token_overlap,In his synthesis of the pre-Plotinian tradition Eliasson argues that from Seneca onwards the Aristotelian-Chrysippean conception — on which an account of eph' hemin has its main implications for the p,Eliasson argues that the most significant new trait of Ennead VI.8 is the condition that what is eph' hemin must come about through entirely self-directed virtuous activity: the soul must be entirely 
synthesis_aug_aversio_conversio__synthesis_aug_theodicy_complete,synthesis,synthesis_aug_aversio_conversio,Augustine: Aversio/Conversio - The Mechanism of Sin and Salvation (De Libero Arbitrio 2),synthesis_aug_theodicy_complete,Augustine: Complete Theodicy of De Libero Arbitrio (Summary),0.3,0.64,0.3-0.7,synthesis_aug_theodicy_complete,description_token_overlap;label_token_overlap,THE mechanism OF SIN AND REDEMPTION Augustine develops the paired concepts of aversio (turning away from God) and CONVERSIO (turning toward God) as the fundamental moral movements. KEY passages: 2.19.,THE COMPLETE THEODICY OF DE Libero Arbitrio Augustine's three-book dialogue provides a comprehensive answer to the problem of evil that defended Christianity against Manichean dualism. THE MANICHEAN C
scholarly_argument_xie_kant_s_metaphysical_division_o_3__scholarly_argument_xie_success_of_kant_s_solution_to__1,argument,scholarly_argument_xie_kant_s_metaphysical_division_o_3,"Xie: Kant's solution depends on grounding phenomenal causality in noumenal causality,",scholarly_argument_xie_success_of_kant_s_solution_to__1,Xie: Kant's solution is not a success because making the effects of freedom part of t,0.3,0.38,0.3-0.7,scholarly_argument_xie_kant_s_metaphysical_division_o_3,description_token_overlap;label_token_overlap,"Xie accepts Wood's 'key point' that for Kant phenomenal causality is grounded in noumenal causality, which seemingly reduces natural causality to a red herring. He raises two problems for Wood's answe",Success of Kant's solution to the free will problem — Kant's solution is not a success because making the effects of freedom part of the field of appearance renders his solution incoherent and ambiguo
scholarly_argument_hyatt_human_nature_and_free_will_in__0__scholarly_argument_maston_predestination_and_human_incap_2,argument,scholarly_argument_hyatt_human_nature_and_free_will_in__0,Hyatt: The Hodayot present a deeply pessimistic view of human nature: man is fundamenta,scholarly_argument_maston_predestination_and_human_incap_2,Maston: Argues that the Hodayot present a radically different model where human creature,0.3,0.14,0.3-0.7,scholarly_argument_maston_predestination_and_human_incap_2,description_token_overlap;label_token_overlap,"human nature and free will in Qumran theology — The Hodayot present a deeply pessimistic view of human nature: man is fundamentally a 'creature of clay,' 'a spring of impurity,' 'a crucible of iniquit","The Hodayot interlock two themes: humans are frail, sinful creatures (material and moral weakness, the problem of being a creature), and God delivers — deciding before creation who will be saved, puri"
scholarly_argument_brand_internal_vs_external_source_of_sin__scholarly_argument_brand_two_spirits_synthesizes_views,argument,scholarly_argument_brand_internal_vs_external_source_of_sin,"Brand: Second Temple texts locate the source of sin as internal (human inclination) or external (demonic), often combined",scholarly_argument_brand_two_spirits_synthesizes_views,Brand: the Treatise of the Two Spirits merges internal/external and free-will/predestinarian views into one theology,0.3,0.52,0.3-0.7,scholarly_argument_brand_internal_vs_external_source_of_sin,description_token_overlap;label_token_overlap,"Brand's primary analytic axis, drawn from the philosophy of action: she divides texts according to whether they portray sin's source as internal and human (an inherent inclination toward sin) or exter","Brand's reading of the Treatise of the Two Spirits (1QS III.13–IV.26). The opening (III.15–16, 'From the God of knowledge comes all that is and shall occur … Nothing can be changed') asserts omniscien"
