pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_jewett_adam_s_sin_and_universal_death_0__scholarly_argument_jewett_christ_as_telos_of_the_law_2,argument,scholarly_argument_jewett_adam_s_sin_and_universal_death_0,Jewett: The passage's primary goal is not to set forth a doctrine of Adam's sin but to d,scholarly_argument_jewett_christ_as_telos_of_the_law_2,Jewett: Christ is the goal (τέλος) of the law as a means to righteousness for all who ha,0.25,0.09,<=0.3,scholarly_argument_jewett_adam_s_sin_and_universal_death_0,label_token_overlap,Adam's sin and universal death — The passage's primary goal is not to set forth a doctrine of Adam's sin but to demonstrate the scope of Christ's overflowing grace; death 'reigned' from Adam to Moses ,"Christ as telos of the law — Christ is the goal (τέλος) of the law as a means to righteousness for all who have faith. Israel's failure stems from not recognizing Christ as this goal, seeking instead "
scholarly_argument_frick_divine_transcendence_and_provi_4__scholarly_argument_frick_human_freedom_and_moral_evil_1,argument,scholarly_argument_frick_divine_transcendence_and_provi_4,Frick: Philo predicates God as provident in nature despite strict unknowability of God',scholarly_argument_frick_human_freedom_and_moral_evil_1,"Frick: For Philo, moral evil originates when the rational part of the soul (the mind, w",0.25,0.12,<=0.3,scholarly_argument_frick_divine_transcendence_and_provi_4,label_token_overlap,Faithful as written; only the page is wrong.,"human freedom and moral evil — For Philo, moral evil originates when the rational part of the soul (the mind, which is inherently free and knows good from evil) cannot resist assault by the senses and"
argument_aristotle_event_taxonomy__scholarly_argument_chamberlain_prohairesis_and_aristotelian_p_1,argument,argument_aristotle_event_taxonomy,Aristotelian Event Taxonomy (via Alexander De Fato),scholarly_argument_chamberlain_prohairesis_and_aristotelian_p_1,Chamberlain: Aristotle's ethical system is grounded in a bipartite division of the soul into ,0.25,0.11,<=0.3,argument_aristotle_event_taxonomy,description_token_overlap,"In De Fato 4-5 Alexander of Aphrodisias presents an Aristotelian division between events with no end and events for an end; among the latter he distinguishes natural processes, rational or deliberate ",prohairesis and Aristotelian psychology — Aristotle's ethical system is grounded in a bipartite division of the soul into rational and irrational parts; understanding prohairesis requires situating it
argument_furst_2022_critique_dihle_augustine_thesis__scholarly_argument_bobzien_to_eph_hemin_what_depends_on_u_4,argument,argument_furst_2022_critique_dihle_augustine_thesis,Critique de la thèse augusto-centrique de Dihle (Fürst 2022),scholarly_argument_bobzien_to_eph_hemin_what_depends_on_u_4,"Bobzien: For early Stoics, this was one-sided and causative, meaning 'that which happens ",0.25,0.14,<=0.3,scholarly_argument_bobzien_to_eph_hemin_what_depends_on_u_4,description_token_overlap,"Fürst 2022's polemical thesis (Zum Geleit p. 2 + Anm. 1): the dominant Augustine-centred perspective (Dihle 1982/1985; Warnach, Art. Freiheit; Rosenberger, Determinismus und Freiheit), which regards A","In §6.3.5 Bobzien separates two early Stoic concepts. 'What happens because of us' is 'one-sided' and 'causative': the 'we' names a necessary causal factor, and Chrysippus shows its compatibility with"
argument_bobzien_2001_b1_sea_battle_chrysippus_bivalence__scholarly_argument_o_keefe_swerve_and_collisions_swerve_a_6,argument,argument_bobzien_2001_b1_sea_battle_chrysippus_bivalence,Bobzien 2001 — Chrysippus accepts bivalence to ground causal determinism,scholarly_argument_o_keefe_swerve_and_collisions_swerve_a_6,O'Keefe: The swerve's role in preserving freedom from fate is not through providing indet,0.25,0.16,<=0.3,argument_bobzien_2001_b1_sea_battle_chrysippus_bivalence,description_token_overlap,"Reconstruction Bobzien 2001 §2.1 (p. 59-86): Chrysippus accepts bivalence without restriction for future propositions, unlike Aristotle (De Int. 9, the sea-battle argument), who appears to restrict it",Chapters 5-6 give O'Keefe's own view of the swerve. Ch. 5: with weight and collisions it answers Aristotelian sufficient-reason objections to Democritus; 'the swerve is needed as an explanatory archê 
argument_origen_diatribe_inversion__scholarly_argument_grant_irenaeus_synthesis_of_biblical_3,argument,argument_origen_diatribe_inversion,Origen's Diatribe Inversion (Com. Rm VII.16),scholarly_argument_grant_irenaeus_synthesis_of_biblical_3,Grant: Grant describes Irenaeus' theology as architecturally combining biblical columns,0.25,0.07,<=0.3,argument_origen_diatribe_inversion,description_token_overlap,"Exegetical technique to neutralize Rom 9:14-19. Structure: (1) Rom 9:14-19 APPEARS to teach determinism: ""not of him who wills... but of God who shows mercy"" (9:16); ""he hardens whom he wills"" (9:18).","Grant calls Irenaeus 'the most important Christian controversialist and theologian between the apostles and ... Origen', who combined the traditions of Asia Minor, Syria and Rome to refute the Gnostic"
argument_cylinder_analogy_chrysippus_k1l2m3n4__scholarly_argument_sorabji_infinite_power_impressed_trans_2,argument,argument_cylinder_analogy_chrysippus_k1l2m3n4,Cylinder Analogy (Internal vs. External Causation),scholarly_argument_sorabji_infinite_power_impressed_trans_2,Sorabji: Sorabji argues that Aristotle's physics and theology were transformed through th,0.25,0.17,<=0.3,argument_cylinder_analogy_chrysippus_k1l2m3n4,description_token_overlap,"The cylinder analogy distinguishes an external push or impression from the cylinder's or agent's internal nature. Sorabji 1980, pp. 80-83, separates Augustine, Donini and Frede readings of the argumen","Sorabji, ch. 9 'Infinite power impressed: the transformation of Aristotle's physics and theology' (pp. 181-199): traces an argument about infinite power begun by Aristotle and later connected with a C"
scholarly_argument_bobzien_epictetus_on_freedom_and_what__3__scholarly_argument_meyer_stoic_freedom_and_what_is_up_t_2,argument,scholarly_argument_bobzien_epictetus_on_freedom_and_what__3,Bobzien: Epictetus developed a conception of freedom (ἐλευθερία) and 'what depends on us',scholarly_argument_meyer_stoic_freedom_and_what_is_up_t_2,Meyer: The Stoics developed a compatibilist account of freedom: true freedom consists i,0.25,0.22,<=0.3,scholarly_argument_bobzien_epictetus_on_freedom_and_what__3,description_token_overlap,"Epictetus places in the class of things that depend on us 'primarily — or perhaps even exclusively — the ""use of impressions""', i.e. our assents and the impulses and beliefs that follow from assenting","Meyer's Appendix 1 separates two notions: the freedom (eleutheria) the Stoics attribute to the sage, contrasted with slavery and not with determinism, and 'what is up to us' (eph' hemin), disputed in "
scholarly_argument_dettwiler_moral_responsibility_and_commu_2__scholarly_argument_martin_josephus_use_of_heimarmene_to__0,argument,scholarly_argument_dettwiler_moral_responsibility_and_commu_2,Dettwiler: The exhortations in 1 Th 5:12-22 are directed toward concrete communal life and ,scholarly_argument_martin_josephus_use_of_heimarmene_to__0,Martin: Josephus uses heimarmene (fate/destiny) as the central criterion to differentiat,0.25,0.05,<=0.3,scholarly_argument_martin_josephus_use_of_heimarmene_to__0,description_token_overlap,"Dettwiler reads 1 Th 5:12-22 as a conclusive exhortation to a very young community, exposed to outside pressure, spiritually inexperienced and deprived of its founder (p. 11). Ecclesial unity is exper","Martin notes heimarmene occurs in only four passages of the Antiquities and that in XIII,171-3 (with XVIII,12-22 and Bell. II,162-6) Josephus makes attitude to heimarmene 'the single issue which disti"
argument_zingano_2014_alexander_liability_vs_possibility__scholarly_argument_nielsen_orthos_logos_as_psychic_perfec_0,argument,argument_zingano_2014_alexander_liability_vs_possibility,Zingano 2014 — Alexander's distinction between liability and possibility of acting otherwise,scholarly_argument_nielsen_orthos_logos_as_psychic_perfec_0,Nielsen: Aristotle's search for 'right reason' (orthos logos) in EN VI is not a search fo,0.25,0.08,<=0.3,argument_zingano_2014_alexander_liability_vs_possibility,description_token_overlap,"Zingano's scholarly argument (Destrée 2014 ch. 13): Alexander in De Fato §§ 26-29 distinguishes two senses of ""being able to act otherwise"": (1) the *liability* (in the strong sense) of being *capable",orthos logos as psychic perfection vs. reasoning process — Aristotle's search for 'right reason' (orthos logos) in EN VI is not a search for the 'right reasons' or 'right reasoning' that an expert pro
scholarly_argument_dettwiler_authorship_of_colossians_1__scholarly_argument_dettwiler_eschatology_of_colossians_0,argument,scholarly_argument_dettwiler_authorship_of_colossians_1,"Dettwiler: Adheres to the third option (deutero-Pauline, written after Paul's death by a di",scholarly_argument_dettwiler_eschatology_of_colossians_0,Dettwiler: Colossians presents a 'presentist eschatology' where believers are already spiri,0.25,0.21,<=0.3,scholarly_argument_dettwiler_authorship_of_colossians_1,description_token_overlap,"Among three options on Colossians' author (Paul himself; a close disciple authenticated by Paul during his lifetime, the 'secretary' hypothesis; composition after the Apostle's death by a disciple or ","eschatology of Colossians — Colossians presents a 'presentist eschatology' where believers are already spiritually resurrected in the present time of faith, with the future adding nothing qualitativel"
synthesis_amand1945_epilogue_literary__synthesis_dihle1982_lec4_paul_philo_implicit_will,synthesis,synthesis_amand1945_epilogue_literary,Bilan littéraire de l'épilogue Amand 1945 — combler une lacune historiographique,synthesis_dihle1982_lec4_paul_philo_implicit_will,Dihle 1982 Lect. IV — Paul et Philon : volonte implicite sans terme dedie,0.25,0.14,<=0.3,synthesis_amand1945_epilogue_literary,description_token_overlap,"First strand of Amand's concluding assessment (Amand 1945, p. 587-589). Amand claims three literary achievements: (1) to have elucidated and commented upon, by restoring them to their historical persp","Synthesis of the fourth lecture (Dihle 1982 p. 75-100 / md ll. 8073-8892). Core of the thesis. Paul (reading of Rom 7, Gal 5, 1 Cor) employs 'thelo' and 'ginosko' indiscriminately, without a term spec"
synthesis_frede2011_ch1_introduction__synthesis_frede2011_ch3_emergence_of_will_in_stoicism,synthesis,synthesis_frede2011_ch1_introduction,Ch. 1 Introduction — la notion de libre arbitre est technique et datable (Frede 2011),synthesis_frede2011_ch3_emergence_of_will_in_stoicism,Ch. 3 — Emergence of a notion of will in classical Stoicism (Frede 2011),0.25,0.17,<=0.3,synthesis_frede2011_ch3_emergence_of_will_in_stoicism,description_token_overlap;label_token_overlap,"Synthesis of Frede 2011 ch. 1 (p. 1-18): the notion of free will is not an ordinary belief that the Greeks would always have held (against Ross 1923 on Aristotle and 'the plain man's belief'), but a t","Summary of Frede 2011 ch. 3 (p. 31-48): Stoicism develops the first genuine notion of the will, but not yet that of free will. Conceptual architecture: (a) rejection of the Platonic-Aristotelian bipar"
synthesis_amand1945_cicero_ch2i_cadre__synthesis_amand1945_eus_witness_n4,synthesis,synthesis_amand1945_cicero_ch2i_cadre,Amand 1945 — Cadre Cicéron : transmetteur latin indirect du De fato carnéadien,synthesis_amand1945_eus_witness_n4,Amand 1945: Eusebius as the fourth Carneadean witness (PE VI.6),0.25,0.11,<=0.3,synthesis_amand1945_eus_witness_n4,description_token_overlap,"Amand 1945’s synthetic framework (p. 78-80, ll. 5159-5230) concerning Cicero’s role in the transmission of Carneades’ anti-fatalist argumentation. Amand’s position: Cicero is the 'Roman translator' wh","Amand synthesis: Eusebius constitutes the fourth canonical witness to the transmission of Carneades’ anti-fatalist moral argumentation—after Philo (witness no. 1, De providentia), Alexander of Aphrodi"
